-1372106 67072.526 -28.29484 -1370547 67072.526 -25.744252 -1367795.2 67044.677 -27.825573 
-1368738.1 67049.911 -28.084106 -1367795.2 67044.677 -27.825573 -1364908.4 67013.716 -28.81671 
-1366656.6 67030.755 -28.610644 -1364439.9 67013.716 -28.700651 -1363580.3 66998.753 -28.58124 
-1365553 67032 -27.113895 -1365236.2 67021.175 -28.559729 -1364960.5 67023.477 -27.995198 
-1365236.2 67021.175 -28.559729 -1364960.5 67023.477 -27.995198 -1364908.4 67013.716 -28.81671 
-1363886.4 66993.425 -27.409444 -1363580.3 66998.753 -28.58124 -1363259.4 66987.117 -26.979114 
-1363490.7 66987.117 -26.54296 -1363259.4 66987.117 -26.979114 -1342159 66836.547 -27.055823 
-1363259.4 66987.117 -26.979114 -1342159 66836.547 -27.055823 -1336210.5 66787.174 -25.025703 
-1342159 66836.547 -27.055823 -1336210.5 66787.174 -25.025703 -1335973.9 66787.174 -25.601307 
-1336210.5 66787.174 -25.025703 -1323397.1 66693.189 -24.233352 -1318546.6 66668.249 -27.27325 
-1335973.9 66787.174 -25.601307 -1333067.5 66762.905 -24.38416 -1332189.3 66762.905 -26.465891 
-1335973.9 66787.174 -25.601307 -1329632 66736.122 -23.529778 -1323397.1 66693.189 -24.233352 
-1335973.9 66787.174 -25.601307 -1302180.9 66554.081 -27.94571 -1298744 66519.748 -25.514498 
-1333067.5 66762.905 -24.38416 -1333024.6 66771.743 -27.202219 -1332189.3 66762.905 -26.465891 
-1319250.9 66674.738 -27.585155 -1318914.5 66662.695 -24.852401 -1318546.6 66668.249 -27.27325 
-1315064.7 66649.247 -28.3428 -1314795.5 66654.766 -28.810888 -1311586.1 66622.12 -28.027325 
-1311586.1 66622.12 -28.027325 -1311344.4 66622.12 -28.287174 -1309375.8 66608.564 -28.362386 
-1311586.1 66622.12 -28.027325 -1311344.4 66622.12 -28.287174 -1309110.3 66595.08 -25.787588 
-1311586.1 66622.12 -28.027325 -1306610.1 66597.06 -28.797357 -1305726.8 66589.635 -28.809767 
-1306610.1 66597.06 -28.797357 -1306600.7 66588.414 -28.334357 -1305726.8 66589.635 -28.809767 
-1306610.1 66597.06 -28.797357 -1305726.8 66589.635 -28.809767 -1305499.6 66582.21 -28.528553 
-1305726.8 66589.635 -28.809767 -1305256.6 66582.21 -28.674941 -1305029.4 66574.787 -27.986512 
-1305256.6 66582.21 -28.674941 -1300990.9 66552.305 -28.720849 -1300529.6 66540.173 -27.558065 
-1305029.4 66574.787 -27.986512 -1304945.7 66574.756 -28.079895 -1302180.9 66554.081 -27.94571 
-1302180.9 66554.081 -27.94571 -1301425.5 66560.052 -28.791036 -1300990.9 66552.305 -28.720849 
-1300529.6 66540.173 -27.558065 -1299901.7 66538.888 -28.138587 -1299415.8 66533.181 -27.759593 
-1300529.6 66540.173 -27.558065 -1299415.8 66533.181 -27.759593 -1298744 66519.748 -25.514498 
-1232291.7 61876.467 23.159184 -1227857.9 61847.879 24.727588 -1226979.9 61830.847 20.443134 
-1232291.7 61876.467 23.159184 -1194632.6 61601.581 25.005368 -1188178.8 61543.621 21.174908 
-1232291.7 61876.467 23.159184 -1145875.2 61219.825 17.370351 -1143701.4 61194.994 12.306878 
-1227857.9 61847.879 24.727588 -1227546.4 61851.805 26.464987 -1227481.9 61844.857 24.651742 
-1227857.9 61847.879 24.727588 -1227481.9 61844.857 24.651742 -1226979.9 61830.847 20.443134 
-1216944.4 61760.317 22.277855 -1214450.1 61734.254 18.695708 -1214225.9 61734.254 19.553085 
-1201937.9 61646.178 21.179977 -1201345.4 61649.819 24.422976 -1201322.6 61641.557 21.162618 
-1201345.4 61649.819 24.422976 -1201322.6 61641.557 21.162618 -1200561.5 61635.527 20.995462 
-1199661 61640.441 25.428589 -1198818.6 61635.714 25.861541 -1198172.6 61637.67 27.283502 
-1199661 61640.441 25.428589 -1198172.6 61637.67 27.283502 -1197885.9 61630.752 26.358992 
-1197885.9 61630.752 26.358992 -1197830 61623.834 24.491456 -1196882.3 61618.08 24.92148 
-1197830 61623.834 24.491456 -1197417.7 61618.08 23.525763 -1197110.1 61618.08 24.357589 
-1196882.3 61618.08 24.92148 -1195507.8 61618.148 27.332736 -1194632.6 61601.581 25.005368 
-1194214.2 61587.755 20.771047 -1193852.9 61577.974 17.11658 -1193399.8 61572.789 16.092363 
-1194214.2 61587.755 20.771047 -1179744 61481.287 21.451617 -1179098.6 61467.491 16.888703 
-1193399.8 61572.789 16.092363 -1192915.3 61560.11 10.494642 -1191917.6 61555.44 12.275845 
-1192420.5 61557.51 11.201972 -1190521 61532.833 4.1031738 -1189593.1 61526.013 4.1737804 
-1192057.3 61550.601 8.4321487 -1191917.6 61555.44 12.275845 -1191520 61549.048 10.063496 
-1184799.5 61507.436 15.389253 -1183491.3 61500.46 16.98835 -1182401.6 61482.546 11.05968 
-1184799.5 61507.436 15.389253 -1182401.6 61482.546 11.05968 -1179858.7 61472.194 16.338104 
-1179098.6 61467.491 16.888703 -1178891.7 61460.595 13.741984 -1178428.2 61454.758 12.261536 
-1178891.7 61460.595 13.741984 -1176789.3 61436.315 8.2023657 -1172426.4 61407.713 10.844472 
-1175947.2 61418.212 0.005706561 -1175836.7 61423.833 4.5267005 -1175503.7 61422.482 5.3149598 
-1175836.7 61423.833 4.5267005 -1175503.7 61422.482 5.3149598 -1175253 61426.198 9.1125818 
-1175503.7 61422.482 5.3149598 -1175253 61426.198 9.1125818 -1174662.1 61426.198 11.988382 
-1174662.1 61426.198 11.988382 -1173960.6 61429.809 17.274337 -1172426.4 61407.713 10.844472 
-1172317.7 61414.602 15.60695 -1171906 61400.824 8.869198 -1154819.6 61274.836 10.079057 
-1167193.2 61353.953 0.83232736 -1166782.5 61357.62 5.5378625 -1165977.7 61349.363 3.9860347 
-1159689.5 61308.334 8.1131266 -1155621.5 61274.836 6.0402902 -1154334.1 61262.808 4.3907088 
-1159689.5 61308.334 8.1131266 -1154819.6 61274.836 10.079057 -1153932.5 61262.808 6.4650825 
-1154334.1 61262.808 4.3907088 -1149238.9 61226.021 5.3457038 -1148919.4 61231.712 10.777198 
-1151717.7 61257.414 13.767837 -1151150.8 61257.414 16.282444 -1150644.6 61250.278 14.316242 
-1151150.8 61257.414 16.282444 -1150644.6 61250.278 14.316242 -1150613.6 61243.762 10.358873 
-1150375.9 61243.762 11.511113 -1148919.4 61231.712 10.777198 -1145875.2 61219.825 17.370351 
-1145875.2 61219.825 17.370351 -1145302.8 61226.021 22.476126 -1143952.2 61206.207 17.805327 
-1144353 61206.207 16.128628 -1143952.2 61206.207 17.805327 -1143945.9 61194.994 11.137225 
-1143952.2 61206.207 17.805327 -1143945.9 61194.994 11.137225 -1143701.4 61194.994 12.306878 
-1143945.9 61194.994 11.137225 -1143701.4 61194.994 12.306878 -1143347.3 61185.624 7.9143167 
-1143701.4 61194.994 12.306878 -1140924.8 61163.851 5.453222 -1136594.4 61140.94 11.83092 
-1143633.7 61188.791 8.5988169 -1143385 61178.765 2.997873 -1143347.3 61185.624 7.9143167 
-1138781.1 61163.522 15.60497 -1138747.6 61157.425 12.041716 -1138507.1 61157.425 13.172712 
-1138781.1 61163.522 15.60497 -1137890.6 61163.522 19.260439 -1135113.3 61131.91 13.140346 
-1136594.4 61140.94 11.83092 -1135354.6 61131.91 12.004636 -1135113.3 61131.91 13.140346 
-1062893.4 54596.643 -21.412095 -1008992.6 54182.921 -25.294439 -1000737.4 54110.757 -23.50013 
-1038471.8 54421.892 -26.222933 -1037086.8 54403.156 -24.787869 -1031459.5 54369.264 -26.473614 
-1038471.8 54421.892 -26.222933 -1037086.8 54403.156 -24.787869 -1023801.8 54298.753 -24.951557 
-1038471.8 54421.892 -26.222933 -1023801.8 54298.753 -24.951557 -1023592.2 54298.753 -25.3263 
-1036088.5 54405.87 -26.475167 -1033503.8 54395.916 -26.154149 -1028202.2 54353.303 -26.235234 
-1032996.3 54393.474 -25.935234 -1032730.2 54383.351 -26.587121 -1032681.7 54393.06 -25.579418 
